Genre,Actor,Director,Country,Budget_MUSD,Screens,Weeks,Screen_Stability,Ticket_Price,Shows_per_Day,Revenue_MUSD,Profit_MUSD,Target,Rating
Thriller,Steven Yeun,Luchino Visconti,Canada,156,3191,2,Slow Drop,69,20,307.2,151.2,1,5.4
Sci-Fi,Aidy Bryant,Ashutosh Gowariker,Denmark,202,1617,10,Drop Fast,9,6,14.75,-187.25,0,5.5
Drama,Idina Menzel,Vikramaditya Motwane,Russia,277,7960,10,Growing,40,5,1258.66,981.66,1,8.8
Action,Jordan Peele,Ridley Scott,United States,160,8165,13,Stable,19,2,262.39,102.39,1,9.7
Mystery,Mark Hamill,Chris Sanders,China,54,4314,8,Stable,55,20,2458.77,2404.77,1,7.2
Fantasy,Prabhas,Yash Chopra,China,232,8501,12,Stable,60,2,484.03,252.03,1,9.1
Comedy,John Ratzenberger,Yorgos Lanthimos,Australia,443,2752,10,Drop Fast,48,5,126.84,-316.16,0,6.8
Drama,Tina Fey,Kyle Balda,Brazil,14,9449,5,Growing,65,3,562.69,548.69,1,6.2
Action,Fred Armisen,Chris Meledandri,Spain,153,5607,1,Slow Drop,75,6,67.23,-85.77,0,2.2
Thriller,Rajinikanth,Nick Park,Mexico,62,4933,8,Stable,30,11,716.62,654.62,1,8.1
Animation,Alex Borstein,Gulzar,India,166,2242,12,Drop Fast,43,5,132.99,-33.01,0,7.4
Comedy,Jess Harnell,Lee Unkrich,India,355,2381,5,Stable,28,18,293.07,-61.93,0,3.5
Animation,Danny DeVito,Akira Kurosawa,Spain,111,4692,1,Growing,79,14,329.38,218.38,1,5.0
Thriller,Patrick Stewart,Chloe Zhao,South Korea,431,3758,4,Slow Drop,62,10,336.45,-94.55,0,2.6
Action,Ranveer Singh,William Wyler,New Zealand,399,3858,13,Stable,63,22,-2887.39,-3286.39,0,8.0
Sci-Fi,Paul Rudd,Hayao Miyazaki,Spain,293,2894,1,Growing,20,3,12.61,-280.39,0,2.8
Animation,Seth Rogen,Suhas Kadav,Belgium,190,4084,13,Drop Fast,29,16,612.43,422.43,1,9.7
Comedy,Ken Jeong,Pierre Coffin,Brazil,50,4980,9,Growing,14,16,997.1,947.1,1,9.4
Horror,Kevin Michael Richardson,Clint Eastwood,Denmark,449,3484,10,Drop Fast,31,11,279.14,-169.86,0,5.2
Romance,Maya Rudolph,Rich Moore,Mexico,133,6152,2,Stable,68,4,154.46,21.46,1,5.5
Drama,Harry Shearer,Terrence Malick,Italy,409,7717,8,Stable,12,11,467.18,58.18,1,8.3
Sci-Fi,Josh Gad,Isao Takahata,Japan,322,6362,4,Growing,57,8,817.43,495.43,1,6.6
Animation,Meryl Streep,Sylvain Chomet,South Korea,91,5306,9,Drop Fast,69,16,1127.62,1036.62,1,8.9
Mystery,Hugo Weaving,Ridley Scott,New Zealand,253,2366,2,Growing,62,23,379.76,126.76,1,5.4
Drama,Ben Stiller,Gulzar,Russia,333,4597,12,Growing,33,8,1105.65,772.65,1,10.0
Horror,Andy Serkis,Ashutosh Gowariker,Spain,444,7868,3,Stable,17,9,172.44,-271.56,0,3.0
Thriller,Maya Rudolph,Dean DeBlois,Germany,261,3592,2,Stable,18,14,61.62,-199.38,0,2.1
Romance,Deepika Padukone,Karan Johar,Mexico,281,3911,10,Stable,47,8,777.55,496.55,1,9.5
Action,Ashutosh Rana,Ash Brannon,Ireland,282,6079,14,Growing,18,16,1866.36,1584.36,1,10.0
Horror,Helena Bonham Carter,Christopher Miller,Germany,442,1786,5,Growing,11,22,145.69,-296.31,0,3.7
Horror,Will Smith,Kathryn Bigelow,Brazil,8,7338,11,Slow Drop,9,2,61.21,53.21,1,9.6
Thriller,Donald Glover,Paul Thomas Anderson,Denmark,69,7862,1,Slow Drop,46,23,191.49,122.49,1,5.8
Fantasy,Elizabeth Banks,Dean DeBlois,Canada,439,7604,12,Growing,30,20,4944.83,4505.83,1,10.0
Thriller,Nana Patekar,Prashanth Neel,Belgium,206,8756,3,Slow Drop,52,19,836.53,630.53,1,5.6
Fantasy,Pete Davidson,Yasuhiro Yoshiura,South Korea,67,4139,1,Growing,49,20,229.8,162.8,1,5.5
Fantasy,Vin Diesel,Kireet Khurana,Thailand,147,3399,10,Stable,49,20,1953.55,1806.55,1,9.5
Sci-Fi,Clancy Brown,Benjamin Renner,Russia,248,7141,14,Drop Fast,36,19,-1025.0,-1273.0,0,7.0
Sci-Fi,Josh Gad,Sergei Eisenstein,Belgium,296,1181,8,Stable,23,19,214.7,-81.3,0,5.1
Comedy,Paul McCartney,Pierre Coffin,France,289,3752,12,Growing,74,18,4745.25,4456.25,1,9.7
Animation,Patrick Stewart,Isao Takahata,Brazil,184,1121,4,Stable,67,13,261.56,77.56,1,7.3
Animation,Antonio Banderas,Todd Phillips,Russia,178,3858,3,Growing,11,17,219.88,41.88,1,6.8
Action,Ralph Fiennes,Kyle Balda,Denmark,329,4195,8,Growing,23,1,74.33,-254.67,0,4.7
Animation,Frank Welker,Jennifer Yuh Nelson,Germany,417,7264,13,Slow Drop,48,21,-1465.87,-1882.87,0,6.7
Sci-Fi,Alex Borstein,Elia Kazan,United States,115,5252,9,Growing,13,5,188.49,73.49,1,9.0
Comedy,Irrfan Khan,Phil Lord,Russia,179,5606,8,Drop Fast,49,20,789.39,610.39,1,8.7
Comedy,Dev Patel,Alê Abreu,Italy,157,4477,6,Slow Drop,64,21,1286.11,1129.11,1,6.8
Fantasy,Paul McCartney,David Fincher,New Zealand,404,1674,14,Drop Fast,35,13,227.25,-176.75,0,7.4
Thriller,Chris Rock,Alejandro G. Iñárritu,Japan,360,7298,3,Growing,30,6,256.39,-103.61,0,3.9
Action,Brad Pitt,Yash Chopra,Brazil,221,3967,8,Stable,49,10,927.95,706.95,1,7.4
Fantasy,Vin Diesel,Vittorio De Sica,Russia,301,6919,13,Growing,19,23,2679.02,2378.02,1,9.9
Thriller,Aidy Bryant,Bong Joon-ho,France,408,8794,5,Growing,71,9,1961.67,1553.67,1,7.3
Animation,Priyanka Chopra,Prashanth Neel,Japan,424,812,5,Stable,65,6,88.02,-335.98,0,4.5
Fantasy,Neil Patrick Harris,Steven Spielberg,China,244,7486,12,Stable,58,1,283.6,39.6,1,10.0
Drama,Jenny Slate,Lars von Trier,Japan,230,3217,9,Drop Fast,36,18,393.92,163.92,1,8.4
Animation,Willem Dafoe,Zack Snyder,Japan,190,4988,1,Slow Drop,26,23,135.87,-54.13,0,3.4
Thriller,Maya Rudolph,Jordan Peele,Germany,52,7302,7,Slow Drop,52,7,585.84,533.84,1,6.9
Action,Angelina Jolie,Kirk DeMicco,Thailand,390,3401,8,Slow Drop,61,10,668.96,278.96,1,8.2
Thriller,Jack Black,Anthony Stacchi,Canada,212,952,11,Drop Fast,73,12,185.96,-26.04,0,6.4
Fantasy,Helena Bonham Carter,Alê Abreu,Ireland,161,7756,10,Drop Fast,79,21,123.61,-37.39,0,5.5
Fantasy,Keegan-Michael Key,David Hand,Germany,229,1541,3,Stable,20,15,58.52,-170.48,0,3.3
Horror,Stephanie Beatriz,John Ford,India,148,8896,8,Slow Drop,72,17,-1553.59,-1701.59,0,4.6
Action,David Spade,Raj Kapoor,Ireland,423,7214,1,Growing,19,3,27.07,-395.93,0,2.3
Mystery,Billy Crystal,Alejandro G. Iñárritu,United Kingdom,115,6955,8,Drop Fast,78,15,-882.89,-997.89,0,5.1
Animation,Maya Rudolph,Nick Park,Italy,322,3682,7,Growing,21,1,58.87,-263.13,0,5.3
Comedy,Nawazuddin Siddiqui,Peter Jackson,United Kingdom,367,7928,4,Slow Drop,49,11,414.15,47.15,1,7.5
Action,Donald Glover,Barry Jenkins,Ireland,366,5765,11,Slow Drop,55,6,680.85,314.85,1,8.8
Comedy,Jonathan Groff,Abbas Kiarostami,Thailand,136,7811,7,Drop Fast,31,16,442.86,306.86,1,8.8
Action,Patrick Warburton,Genndy Tartakovsky,Germany,117,8130,10,Drop Fast,72,21,4.09,-112.91,0,6.9
Action,Allu Arjun,Clyde Geronimi,India,328,6717,14,Stable,24,12,1313.44,985.44,1,9.8
Thriller,Dev Patel,Sanjay Leela Bhansali,Belgium,439,2622,11,Growing,45,22,1891.05,1452.05,1,10.0
Action,Nana Patekar,Rajiv Chilaka,Thailand,93,9065,7,Stable,35,21,2804.61,2711.61,1,7.9
Horror,Salman Khan,Claude Barras,Australia,165,6185,13,Stable,40,15,2492.86,2327.86,1,10.0
Mystery,Jonathan Groff,Vishal Bhardwaj,Ireland,338,7147,10,Growing,31,18,3109.96,2771.96,1,9.9
Fantasy,Ben Stiller,Sam Peckinpah,France,412,8984,13,Slow Drop,77,10,-1396.47,-1808.47,0,7.9
Romance,Michael Che,Satyajit Ray,Russia,79,7835,12,Growing,11,22,1850.92,1771.92,1,9.6
Comedy,Tara Strong,Katsuhiro Otomo,India,285,3868,1,Slow Drop,40,12,61.03,-223.97,0,2.7
Fantasy,Keith David,Katsuhiro Otomo,Spain,416,6662,3,Stable,17,20,271.73,-144.27,0,3.1
Romance,Mike Myers,Satyajit Ray,Mexico,11,3338,7,Slow Drop,43,19,702.4,691.4,1,7.5
Mystery,Nana Patekar,David Lean,Japan,117,4709,11,Slow Drop,38,5,391.13,274.13,1,8.9
Mystery,Hugh Jackman,Kyle Balda,Denmark,40,2700,13,Slow Drop,11,18,222.86,182.86,1,10.0
Comedy,Eddie Murphy,Vittorio De Sica,South Korea,270,2993,5,Growing,15,19,310.36,40.36,1,7.6
Comedy,Jordan Peele,Ari Aster,New Zealand,117,4493,9,Slow Drop,34,23,1167.71,1050.71,1,9.3
Mystery,Ken Jeong,Deepa Mehta,United States,296,5599,7,Growing,43,12,1560.74,1264.74,1,8.7
Romance,Gary Oldman,Nick Park,Japan,227,499,3,Drop Fast,16,1,0.42,-226.58,0,2.8
Action,Ken Jeong,Paul Thomas Anderson,Japan,215,2106,1,Drop Fast,50,2,3.01,-211.99,0,2.7
Animation,Aamir Khan,Farhan Akhtar,South Korea,22,2685,5,Stable,31,3,75.6,53.6,1,7.4
Drama,Patrick Warburton,Neeraj Pandey,France,245,7659,14,Stable,44,12,3048.27,2803.27,1,10.0
Fantasy,Yeardley Smith,William Wyler,Russia,138,8598,13,Growing,48,14,-3315.41,-3453.41,0,6.9
Thriller,Gary Oldman,Shyam Benegal,Brazil,224,6320,10,Slow Drop,33,7,565.04,341.04,1,8.7
Fantasy,Julia Louis-Dreyfus,Ash Brannon,Japan,395,8685,13,Slow Drop,11,4,211.47,-183.53,0,8.2
Thriller,Akshay Kumar,V. Shantaram,Italy,106,2073,5,Drop Fast,8,12,14.18,-91.82,0,4.9
Romance,John DiMaggio,Tomm Moore,Australia,144,6302,7,Growing,27,8,879.13,735.13,1,8.4
Thriller,Amitabh Bachchan,V. Shantaram,Denmark,173,6372,14,Slow Drop,52,1,152.04,-20.96,0,7.5
Comedy,Steve Carell,Hrishikesh Mukherjee,United States,195,6522,1,Slow Drop,76,5,85.57,-109.43,0,1.9
Animation,Steve Carell,Rémi Bezançon,Japan,29,2288,10,Growing,59,1,104.43,75.43,1,9.8
Animation,J.K. Simmons,Andrew Stanton,Japan,441,7837,2,Stable,71,15,687.96,246.96,1,5.3
Comedy,Rajinikanth,Terrence Malick,United Kingdom,37,5511,11,Growing,28,13,1420.37,1383.37,1,9.4
Horror,Cree Summer,Taika Waititi,South Korea,347,6687,6,Growing,79,23,-3931.81,-4278.81,0,3.9
Romance,John Ratzenberger,Sylvain Chomet,Ireland,333,7080,8,Slow Drop,32,13,855.35,522.35,1,9.1
Horror,Amitabh Bachchan,George Miller,France,10,4921,4,Drop Fast,74,4,96.08,86.08,1,5.7
Horror,Seth MacFarlane,Shoojit Sircar,Thailand,198,3626,3,Slow Drop,33,15,187.6,-10.4,0,2.5
Fantasy,Pamela Adlon,Alê Abreu,Spain,234,728,3,Slow Drop,34,12,20.55,-213.45,0,3.7
Mystery,J.K. Simmons,Benjamin Renner,Thailand,141,2124,3,Slow Drop,59,8,84.43,-56.57,0,2.5
Fantasy,Salman Khan,Mani Ratnam,New Zealand,327,6660,2,Growing,70,16,1063.05,736.05,1,6.8
Mystery,Jr. NTR,Werner Herzog,Spain,404,6176,1,Growing,52,12,244.07,-159.93,0,2.0
Drama,Jr. NTR,Shoojit Sircar,United States,220,6221,5,Slow Drop,65,6,276.47,56.47,1,7.8
Thriller,Steven Yeun,Danny Boyle,Canada,353,1062,10,Slow Drop,45,23,422.02,69.02,1,9.3
Mystery,Michaela Coel,David Lean,Australia,368,4520,5,Drop Fast,42,15,212.07,-155.93,0,4.3
Comedy,David Hyde Pierce,Martin Scorsese,Japan,187,3694,5,Stable,53,7,227.72,40.72,1,7.8
Fantasy,Robin Williams,Bimal Roy,India,172,6252,4,Slow Drop,78,5,242.35,70.35,1,6.6
Romance,Vin Diesel,Lokesh Kanagaraj,Thailand,286,8459,3,Growing,10,23,333.33,47.33,1,6.0
Thriller,Steve Buscemi,Roman Polanski,New Zealand,42,1842,12,Stable,13,15,227.49,185.49,1,9.2
Drama,Morgan Freeman,Ash Brannon,Belgium,167,9412,3,Stable,20,12,249.99,82.99,1,5.5
Mystery,Bobby Cannavale,Steven Spielberg,South Korea,447,5396,2,Drop Fast,53,11,92.22,-354.78,0,3.4
Drama,Dulquer Salmaan,Rian Johnson,Denmark,146,7199,5,Stable,40,4,283.54,137.54,1,6.3
Romance,Paul Rudd,Sergei Eisenstein,New Zealand,252,7522,4,Slow Drop,69,13,926.46,674.46,1,6.4
Horror,Julia Louis-Dreyfus,Paul Thomas Anderson,Thailand,435,3343,6,Slow Drop,70,18,862.93,427.93,1,7.2
Animation,Johnny Depp,Francis Ford Coppola,Denmark,107,1670,2,Growing,63,8,153.58,46.58,1,6.1
Romance,Aamir Khan,Joseph L. Mankiewicz,Belgium,203,5878,2,Slow Drop,46,7,114.97,-88.03,0,2.4
Sci-Fi,Om Puri,Brenda Chapman,Russia,204,1582,8,Slow Drop,67,22,682.84,478.84,1,8.9
Romance,Liam Neeson,Zack Snyder,United States,46,5596,6,Drop Fast,31,23,462.52,416.52,1,6.8
Drama,George Takei,James Cameron,Canada,439,7314,3,Stable,57,16,1040.9,601.9,1,6.8
Comedy,Angelina Jolie,Pedro Almodóvar,Belgium,151,1905,5,Drop Fast,40,3,19.35,-131.65,0,4.7
Fantasy,Ashutosh Rana,Werner Herzog,Thailand,70,6197,3,Stable,14,22,246.57,176.57,1,5.6
Comedy,Vin Diesel,Martin Scorsese,United States,435,6263,11,Drop Fast,53,16,1230.63,795.63,1,10.0
Drama,Andy Serkis,Abbas Kiarostami,China,197,8162,2,Growing,69,16,936.41,739.41,1,6.2
Fantasy,Tom Hiddleston,M. Night Shyamalan,Russia,302,8296,3,Drop Fast,8,7,26.83,-275.17,0,3.9
Sci-Fi,Paul Rudd,Tomm Moore,Mexico,42,2794,1,Drop Fast,72,23,74.61,32.61,1,5.4
Animation,Jack Black,Ramesh Sippy,New Zealand,145,1515,14,Growing,52,13,1432.21,1287.21,1,10.0
Thriller,Manoj Bajpayee,Sam Raimi,India,110,8339,7,Slow Drop,62,13,1503.98,1393.98,1,8.6
Drama,Akshay Kumar,Sriram Raghavan,Italy,432,8959,6,Slow Drop,73,21,-901.42,-1333.42,0,5.0
Mystery,Jenny Slate,Michelangelo Antonioni,India,156,2904,5,Growing,74,19,1059.78,903.78,1,6.0
Drama,Patrick Warburton,Brad Bird,Russia,356,5925,6,Growing,61,18,2288.17,1932.17,1,8.3
Drama,Riz Ahmed,Hrishikesh Mukherjee,South Korea,418,4891,8,Drop Fast,70,7,369.89,-48.11,0,6.1
Fantasy,Lakeith Stanfield,Zoya Akhtar,Ireland,330,9039,3,Growing,61,20,1741.94,1411.94,1,5.9
Action,Varun Dhawan,Henry Selick,Denmark,42,324,3,Growing,59,18,84.85,42.85,1,5.2
Romance,Rajinikanth,Yash Chopra,South Korea,101,5297,12,Stable,61,18,-2654.62,-2755.62,0,6.9
Action,Benedict Cumberbatch,Barry Jenkins,United States,112,5007,5,Stable,74,22,1619.35,1507.35,1,7.8
Sci-Fi,Mark Hamill,S.S. Rajamouli,United States,123,2170,5,Slow Drop,44,4,57.53,-65.47,0,3.2
Mystery,Samuel L. Jackson,Robert Eggers,India,155,2962,14,Growing,19,9,442.78,287.78,1,10.0
Animation,Kamal Haasan,Kireet Khurana,Germany,78,5717,11,Drop Fast,66,21,-987.09,-1065.09,0,6.9
Horror,Deepika Padukone,Yasuhiro Yoshiura,United States,61,1014,1,Slow Drop,27,16,12.77,-48.23,0,1.7
Sci-Fi,Stephanie Beatriz,Lee Unkrich,Italy,370,3301,4,Slow Drop,39,4,51.42,-318.58,0,3.6
Horror,J.K. Simmons,Mani Ratnam,New Zealand,339,1854,9,Slow Drop,78,8,308.84,-30.16,0,4.8
Horror,Jim Varney,Guillermo del Toro,Mexico,256,331,8,Growing,51,3,30.08,-225.92,0,5.3
Animation,Samuel L. Jackson,Byron Howard,Canada,411,8622,3,Growing,73,9,1464.44,1053.44,1,6.1
Comedy,Phil LaMarr,Chris Wedge,Japan,296,594,5,Drop Fast,62,8,22.24,-273.76,0,3.5
Action,Julia Louis-Dreyfus,Farhan Akhtar,Germany,317,7519,5,Drop Fast,23,12,171.34,-145.66,0,4.7
Drama,Steve Carell,George Lucas,South Korea,259,3773,7,Slow Drop,78,14,1135.4,876.4,1,7.6
Thriller,Colin Jost,Bong Joon-ho,Denmark,258,9373,8,Growing,75,10,5045.38,4787.38,1,8.6
Horror,Anne Hathaway,David Hand,Australia,389,7306,9,Drop Fast,59,21,-740.91,-1129.91,0,6.2
Mystery,Ken Jeong,Katsuhiro Otomo,Denmark,263,9324,7,Stable,44,17,2841.17,2578.17,1,7.2
Sci-Fi,Nick Kroll,Mani Ratnam,Australia,274,5825,2,Stable,53,11,243.88,-30.12,0,2.0
Comedy,Julie Kavner,Wong Kar-wai,Belgium,38,4828,8,Slow Drop,48,10,666.19,628.19,1,7.2
Horror,Will Smith,Robert Eggers,China,330,5260,8,Stable,12,13,270.97,-59.03,0,4.8
Comedy,Meryl Streep,V. Shantaram,India,329,7947,11,Slow Drop,73,2,397.34,68.34,1,10.0
Comedy,Nawazuddin Siddiqui,Claude Barras,Italy,242,6469,13,Growing,12,1,83.88,-158.12,0,7.7
Horror,Pankaj Tripathi,Joel Coen,France,183,6832,14,Slow Drop,70,22,983.17,800.17,1,10.0
Fantasy,Sharad Kelkar,Yasujirō Ozu,Russia,108,6955,2,Slow Drop,10,1,3.3,-104.7,0,3.3
Romance,Jordan Peele,Sunao Katabuchi,New Zealand,33,6789,13,Growing,15,16,1442.73,1409.73,1,9.2
Mystery,Yeardley Smith,Peter Ramsey,Mexico,231,5789,6,Drop Fast,33,10,224.93,-6.07,0,4.2
Drama,Cree Summer,Clint Eastwood,Russia,236,2704,13,Drop Fast,60,10,366.27,130.27,1,9.2
Drama,Lake Bell,Michael Bay,Australia,308,3233,10,Drop Fast,36,7,137.35,-170.65,0,5.1
Mystery,Alex Borstein,Ramesh Sippy,United Kingdom,354,9103,1,Drop Fast,21,7,16.71,-337.29,0,2.4
Fantasy,Anne Hathaway,John Ford,Italy,339,3176,11,Slow Drop,12,1,16.42,-322.58,0,6.1
Drama,Alex Borstein,Terrence Malick,Mexico,121,1671,7,Drop Fast,34,13,98.12,-22.88,0,4.9
Comedy,Tom Hiddleston,Alejandro G. Iñárritu,Spain,211,6795,10,Stable,75,5,1108.71,897.71,1,8.1
Animation,Amitabh Bachchan,Rodney Rothman,Brazil,404,1342,2,Stable,36,3,16.91,-387.09,0,3.0
Sci-Fi,Michaela Coel,Makoto Shinkai,Japan,189,2768,5,Drop Fast,10,13,28.7,-160.3,0,3.1
Action,Salman Khan,Hayao Miyazaki,Italy,142,1808,14,Stable,37,12,609.18,467.18,1,10.0
Drama,Irrfan Khan,Hiroyuki Imaishi,Belgium,407,5752,7,Stable,16,18,759.42,352.42,1,7.5
Mystery,Jr. NTR,Vetrimaaran,China,327,2097,10,Growing,8,5,51.16,-275.84,0,5.4
Animation,Jenny Slate,Hideaki Anno,Mexico,168,2392,11,Growing,30,5,475.38,307.38,1,9.0
Horror,Cree Summer,Henry Selick,Spain,392,1291,9,Drop Fast,74,2,38.06,-353.94,0,4.6
Romance,Rashida Jones,Shoojit Sircar,United Kingdom,79,899,14,Slow Drop,39,6,100.69,21.69,1,10.0
Mystery,Jenny Slate,Damien Chazelle,Thailand,237,4292,1,Slow Drop,13,7,13.83,-223.17,0,1.6
Comedy,J.K. Simmons,Brian De Palma,Italy,421,2378,9,Growing,56,1,102.75,-318.25,0,6.4
Romance,Shah Rukh Khan,Alfonso Cuarón,Ireland,288,932,11,Growing,22,3,64.51,-223.49,0,5.5
Sci-Fi,Ken Jeong,K. Asif,Denmark,381,8904,5,Slow Drop,65,20,1803.37,1422.37,1,7.9
Sci-Fi,Sterling K. Brown,Yorgos Lanthimos,Germany,259,2887,6,Drop Fast,60,2,28.09,-230.91,0,4.4
Fantasy,Johnny Depp,Greta Gerwig,Russia,13,3956,14,Slow Drop,37,10,759.45,746.45,1,10.0
Thriller,Kevin Hart,Shyam Benegal,Thailand,207,6261,8,Slow Drop,47,11,776.12,569.12,1,8.8
Fantasy,Ranveer Singh,Sanjay Leela Bhansali,Ireland,394,8823,11,Stable,66,21,508.34,114.34,1,9.8
Animation,Grey DeLisle,Benjamin Renner,United Kingdom,383,6734,14,Slow Drop,70,13,-1774.57,-2157.57,0,7.1
Romance,Dan Castellaneta,Imtiaz Ali,Ireland,309,5585,2,Growing,55,16,799.92,490.92,1,4.9
Thriller,Donald Glover,Wolfgang Reitherman,United States,95,4694,12,Drop Fast,75,20,-754.35,-849.35,0,7.4
Horror,Brad Pitt,Paul Thomas Anderson,Thailand,385,9199,7,Slow Drop,14,11,406.38,21.38,1,7.1
Comedy,Tiffany Haddish,Alfonso Cuarón,Italy,336,1479,12,Stable,54,18,755.5,419.5,1,10.0
Romance,Kevin Hart,Satyajit Ray,Ireland,154,6738,4,Growing,50,11,1061.78,907.78,1,7.5
Fantasy,Christian Bale,Michel Ocelot,Germany,364,2421,9,Growing,23,1,44.65,-319.35,0,5.7
Action,Maya Rudolph,Park Chan-wook,Denmark,180,5364,6,Stable,29,18,566.54,386.54,1,7.0
Thriller,Seth Green,Benjamin Renner,Russia,409,1054,7,Growing,70,20,658.25,249.25,1,7.2
Thriller,Bill Hader,Suhas Kadav,Russia,37,3412,11,Stable,53,5,595.68,558.68,1,8.5
Comedy,Tom Hiddleston,Denis Villeneuve,South Korea,188,2786,6,Growing,52,2,112.14,-75.86,0,4.6
Drama,Estelle Harris,Travis Knight,Brazil,161,5040,11,Growing,48,18,3641.98,3480.98,1,9.5
Sci-Fi,Aidy Bryant,George Miller,Belgium,57,2968,8,Growing,32,22,1614.29,1557.29,1,8.1
Sci-Fi,Bobby Cannavale,Genndy Tartakovsky,India,300,7428,6,Growing,57,7,1473.43,1173.43,1,6.8
Action,Hank Azaria,Christopher Nolan,France,206,3540,7,Stable,74,22,2397.92,2191.92,1,7.3
Animation,Seth Rogen,Brad Bird,United States,278,5459,8,Slow Drop,59,11,1449.85,1171.85,1,9.1
Animation,Matthew McConaughey,Chloe Zhao,Ireland,179,6940,1,Growing,38,11,205.97,26.97,1,4.4
Horror,Cate Blanchett,Gulzar,Mexico,248,475,10,Stable,44,13,120.69,-127.31,0,5.7
Romance,Ben Stiller,James Wan,Australia,273,7398,12,Stable,29,4,670.59,397.59,1,8.9
Mystery,Kevin Hart,Taika Waititi,Spain,415,4063,4,Stable,34,1,26.53,-388.47,0,3.0
Drama,Aidy Bryant,Wes Anderson,Japan,78,914,6,Slow Drop,9,18,28.9,-49.1,0,5.3
Fantasy,Ranveer Singh,Luis Buñuel,South Korea,100,6254,1,Drop Fast,29,12,30.61,-69.39,0,1.7
Mystery,Meryl Streep,Ridley Scott,Russia,365,1009,4,Stable,60,10,126.42,-238.58,0,3.8
Mystery,Alan Tudyk,Adoor Gopalakrishnan,Russia,177,3926,6,Stable,24,22,420.2,243.2,1,7.1
Thriller,James Corden,Prashanth Neel,China,391,4178,7,Stable,63,8,686.63,295.63,1,8.1
Action,Dan Castellaneta,Pedro Almodóvar,Brazil,410,9253,13,Slow Drop,38,3,411.26,1.26,1,10.0
Sci-Fi,Mark Hamill,Naoko Yamada,South Korea,159,236,6,Growing,50,7,36.44,-122.56,0,4.0
Horror,Brad Pitt,Clint Eastwood,Canada,187,8314,11,Slow Drop,79,20,861.43,674.43,1,8.6
Animation,Vanessa Bayer,Rajiv Chilaka,Belgium,327,8846,4,Stable,60,11,1299.32,972.32,1,6.0
Action,Jess Harnell,George Stevens,South Korea,293,3508,12,Drop Fast,12,7,50.3,-242.7,0,6.7
Thriller,Helena Bonham Carter,David Hand,France,262,2855,13,Stable,9,7,145.7,-116.3,0,7.2
Fantasy,John DiMaggio,Anurag Kashyap,Thailand,79,1181,7,Growing,66,9,481.13,402.13,1,8.7
Horror,Kate McKinnon,Todd Phillips,Canada,178,6647,10,Drop Fast,11,3,35.29,-142.71,0,5.0
Thriller,Kelsey Grammer,K. Asif,India,334,351,14,Drop Fast,41,11,49.05,-284.95,0,8.1
Sci-Fi,Ram Charan,Yasujirō Ozu,Brazil,235,8991,2,Slow Drop,74,17,832.24,597.24,1,4.9
Sci-Fi,Estelle Harris,Frank Capra,Ireland,251,5848,6,Slow Drop,13,8,99.17,-151.83,0,3.6
Sci-Fi,Helen Mirren,Pete Docter,Italy,165,1711,5,Growing,65,20,623.12,458.12,1,7.3
Action,Gary Oldman,Christopher Nolan,Thailand,190,2458,2,Slow Drop,54,2,19.57,-170.43,0,3.6
Action,Akshay Kumar,Tomm Moore,China,395,431,9,Growing,12,21,60.83,-334.17,0,5.2
Animation,Tina Fey,Barry Jenkins,Japan,147,2942,13,Drop Fast,68,20,1091.19,944.19,1,9.7
Animation,Bobby Moynihan,Guillermo del Toro,Denmark,286,8041,7,Drop Fast,63,1,93.91,-192.09,0,5.0
Fantasy,Stephanie Beatriz,Rémi Bezançon,China,399,4662,14,Drop Fast,42,16,877.6,478.6,1,10.0
Horror,Vijay Sethupathi,Guy Ritchie,Thailand,132,7949,3,Growing,20,23,796.78,664.78,1,6.9
Comedy,Meryl Streep,Ash Brannon,Italy,170,771,7,Slow Drop,33,4,28.08,-141.92,0,4.3
Comedy,Aidy Bryant,Ingmar Bergman,South Korea,31,1402,11,Slow Drop,71,9,384.56,353.56,1,9.9
Thriller,Kenan Thompson,Michelangelo Antonioni,Italy,250,9431,11,Slow Drop,18,8,491.24,241.24,1,9.0
Sci-Fi,Kamal Haasan,Taika Waititi,Thailand,139,6809,6,Stable,69,1,111.7,-27.3,0,4.5
Horror,John Cho,Neeraj Pandey,Canada,389,370,7,Drop Fast,54,8,20.39,-368.61,0,4.2
Mystery,Brian Tyree Henry,Andrew Adamson,South Korea,206,5351,4,Drop Fast,77,5,149.76,-56.24,0,2.9
Action,Tom Kenny,Kathryn Bigelow,Italy,25,6606,13,Stable,65,1,357.28,332.28,1,10.0
Romance,Jess Harnell,Rodney Rothman,Denmark,83,388,13,Drop Fast,17,7,11.09,-71.91,0,7.3
Drama,Vanessa Bayer,Yash Chopra,United Kingdom,162,4878,10,Drop Fast,23,15,252.19,90.19,1,8.0
Fantasy,Danny DeVito,Danny Boyle,Mexico,98,7345,13,Stable,19,7,812.84,714.84,1,10.0
Sci-Fi,Clancy Brown,Christopher Nolan,China,12,6127,8,Drop Fast,78,1,57.1,45.1,1,8.6
Sci-Fi,Judi Dench,Steven Spielberg,India,343,799,8,Slow Drop,57,9,97.11,-245.89,0,4.9
Sci-Fi,Idina Menzel,Sriram Raghavan,Brazil,263,5501,7,Stable,22,1,52.65,-210.35,0,4.7
